Brand Name,Generic Name,Manufacturer,Total Spending,Total Dosage Units,"Total 
Claims",Total Beneficiaries,Average Spending Per Dosage Unit (Weighted),Average Spending Per Claim,Average Spending Per Beneficiary,Year
Alomide,Lodoxamide Tromethamine,Alcon/Novartis,163085.94,13715,1160,557,11.8910638,140.5913276,292.7934291,2013
Alora,Estradiol,Actavis/Allerga,971457.59,118975,10567,2718,8.16037539,91.93314943,357.4163319,2013
Alosetron HCl,Alosetron HCl,Actavis Pharma/, , , , , , , ,2013
Alosetron HCl,Alosetron HCl,Roxane/West-War, , , , , , , ,2013
Aloxi,Palonosetron HCl,Eisai Inc.,1720972.36,21929,2247,598,78.47929044,765.8978015,2877.880201,2013
Alphagan P,Brimonidine Tartrate,Allergan Inc.,139808585.6,8304965.295,949403,224014,16.84505625,147.2594731,624.1064646,2013
Alprazolam,Alprazolam,AHP,192.14,888,37,26,0.228408864,5.192972973,7.39,2013
Alprazolam,Alprazolam,Actavis Pharma,122544.82,793557,10436,800657,0.154424723,11.74250862,0.153055328,2013
Alprazolam,Alprazolam,Actavis Pharma/,25911082.94,222190409.8,3478651, ,0.115972301,7.448600892, ,2013
Alprazolam,Alprazolam,Bionpharma Inc., , , , , , , ,2013
Alprazolam,Alprazolam,Boca Pharmacal/,562546.16,5138272.5,85798,51511,0.109553501,6.556634887,10.92089379,2013
Alprazolam,Alprazolam,Dava Pharmaceut,11160926.18,109197574,1678892,480462,0.101477418,6.647792818,23.22957108,2013
Alprazolam,Alprazolam,Greenstone LLC.,18609683.58,173756798.6,2626130,588518,0.106420992,7.086352762,31.62126491,2013
Alprazolam,Alprazolam,Major Pharmaceu,9674.33,57199,1700,619,0.171270846,5.690782353,15.62896607,2013
Alprazolam,Alprazolam,Mckesson Packag, , , , , , , ,2013
Alprazolam,Alprazolam,Mylan,1941388.75,15715203,207114,67698,0.123875535,9.373527381,28.67719504,2013
Alprazolam,Alprazolam,Mylan Instituti,15837.87,91305.5,3001,696,0.174571963,5.277530823,22.75556035,2013
Alprazolam,Alprazolam,Sandoz,13772602.51,130875981.5,1924582,530673,0.104730015,7.156152614,25.95308695,2013
Alprazolam,Alprazolam,Sun Pharma Glob,5059845.61,50951893,779074,256851,0.098715234,6.494691916,19.69953635,2013
Alprazolam ER,Alprazolam,Actavis Pharma/,732541.93,791254,16407, ,0.943457492,44.64813372, ,2013
Alprazolam ER,Alprazolam,Aurobindo Pharm,33894.47,49409,826,580,0.717054514,41.03446731,58.43874138,2013
Alprazolam ER,Alprazolam,Mylan,214572.22,334516,6429,2105,0.64122408,33.37567584,101.9345463,2013
Alprazolam Intensol,Alprazolam,Roxane/West-War,84635.47,34268.65,888,362,2.469763764,95.31021396,233.7996409,2013
Alprazolam ODT,Alprazolam,Actavis Pharma/,329788.95,168176,3031, ,1.91746672,108.8053283, ,2013
Alprazolam ODT,Alprazolam,Par Pharm.,382799,247799,3683,1806,1.535608477,103.9367364,211.9595792,2013
Alprazolam XR,Alprazolam,Greenstone LLC.,916636.37,1011079,18633,5732,0.939936324,49.19424516,159.9156263,2013
Alrex,Loteprednol Etabonate,Valeant,16432140.17,592527.5,91361,43680,27.73228276,179.8594605,376.1936852,2013
Altace,Ramipril,Monarch Phrm,2898301.32,938707,14297,2849,3.082106216,202.7209429,1017.304781,2013
Altavera,Levonorgestrel-Ethin Estradiol,Sandoz,89318.98,111034,2895,639,0.804429094,30.85284283,139.7793114,2013
Altoprev,Lovastatin,Shionogi/Covis,1460361.02,102294,1782,1367,14.2761161,819.5067452,1068.296284,2013
Alvesco,Ciclesonide,Sunovion/Covis,6740448.72,243202.829,24790, ,27.71417205,271.901925, ,2013
Alyacen,Norethindrone-Ethinyl Estrad,Glenmark Pharma,145530.78,181056,4973,941,0.804481855,29.26418259,154.6554517,2013
Amabelz,Estradiol/Norethindrone Acet,Lupin Pharmaceu, , , , , , , ,2013
Amantadine,Amantadine HCl,AHP,17926.87,10768,224,47,1.664828195,80.03066964,381.422766,2013
Amantadine,Amantadine HCl,Banner Life Sci, , , , , , , ,2013
Amantadine,Amantadine HCl,Banner Pharmaca,1223837.42,810919,10655,5381,1.509198107,114.8603867,227.4367999,2013
Amantadine,Amantadine HCl,Bionpharma Inc., , , , , , , ,2013
Amantadine,Amantadine HCl,Hi-Tech/Akorn C,80325.48,1734483.053,3791,967,0.046310905,21.18846742,83.06668046,2013
Amantadine,Amantadine HCl,Lannett Co. Inc,2671133.89,2172327,29574,8900,1.229618695,90.32034524,300.1274034,2013
Amantadine,Amantadine HCl,Morton Grove Ph,280600.52,4461883.04,9232,2241,0.062888363,30.39433709,125.212191,2013
Amantadine,Amantadine HCl,Mylan Instituti,161407.87,99360,1791,597,1.624475342,90.12164713,270.3649414,2013
Amantadine,Amantadine HCl,Pharmaceutical,115467.13,2365117.533,5644,1308,0.048820885,20.4583859,88.27762232,2013
Amantadine,Amantadine HCl,Sandoz,19027591.31,13108037.4,179499,41272,1.45159727,106.0038848,461.0290587,2013
Amantadine,Amantadine HCl,Upsher Smith La,17943682.54,11815532.9,159904, ,1.516508028,112.2153451, ,2013
Amantadine,Amantadine HCl,Zydus Pharmaceu, , , , , , , ,2013
Amaryl,Glimepiride,Sanofi-Aventis,1259483.96,727786,9446,1988,1.72707748,133.3351641,633.5432394,2013
Ambien,Zolpidem Tartrate,Sanofi-Aventis,11070694.07,1332636.5,35748,7353,8.307358296,309.6870894,1505.602349,2013
Ambien Cr,Zolpidem Tartrate,Sanofi-Aventis,10578133.72,1339939,36044,6568,7.91376393,293.478352,1610.556291,2013
Ambisome,Amphotericin B Liposome,Astellas Pharma,644585.3,20187,332,89,31.93071284,1941.521988,7242.531461,2013
Amcinonide,Amcinonide,Fougera/Sandoz,1650164.92,373337,6142,3330,4.443413622,268.6689873,495.545021,2013
Amerge,Naratriptan HCl,Glaxosmithkline,377553.25,11776,855,196,32.06124745,441.5827485,1926.292092,2013
Amethia,L-Norgest/E.Estradiol-E.Estrad,"Watson Pharma,",388501.35,201995,2234,982,1.923321617,173.9039167,395.622556,2013
Amethia Lo,L-Norgest/E.Estradiol-E.Estrad,"Watson Pharma,",52579.59,24567,269,129,2.140252778,195.4631599,407.5937209,2013
Amethyst,Levonorgestrel-Ethin Estradiol,Actavis Pharma/,116247.03,68746,1935, ,1.690964274,60.0759845, ,2013
Amicar,Aminocaproic Acid,Clover Pharmace, , , , , , , ,2013
Amikacin Sulfate,Amikacin Sulfate,App/Fresenius K, , , , , , , ,2013
Amikacin Sulfate,Amikacin Sulfate,Heritage Pharma, , , , , , , ,2013
Amikacin Sulfate,Amikacin Sulfate,Sagent Pharmace, , , , , , , ,2013
Amikacin Sulfate,Amikacin Sulfate,Teva Parenteral,799449.42,1015686.696,11574,4318,0.843960679,69.07287195,185.1434507,2013
Amikacin Sulfate,Amikacin Sulfate,"West-Ward, Inc.", , , , , , , ,2013
Amiloride HCl,Amiloride HCl,Par Pharm.,1317192.14,1735031,22564,5580,0.759174989,58.3758261,236.0559391,2013
Amiloride HCl,Amiloride HCl,Perrigo Co.,1280901.07,1564559,24776,5343,0.818697838,51.69926824,239.734432,2013
Amiloride HCl,Amiloride HCl,Rising Pharm,2073754.66,2494624.5,34142,8119,0.831289302,60.73910902,255.4199606,2013
Amiloride-Hydrochlorothiazide,Amiloride/Hydrochlorothiazide,Mylan,1534172.79,6140185,108341,23348,0.249857747,14.16059285,65.70895965,2013
Amiloride-Hydrochlorothiazide,Amiloride/Hydrochlorothiazide,Teva USA,134033.71,504141,10010, ,0.265865522,13.38998102, ,2013
Amiodarone HCl,Amiodarone HCl,AHP,21379.72,46547.4,1606,374,0.459310724,13.31240349,57.16502674,2013
Amiodarone HCl,Amiodarone HCl,Aurobindo Pharm, , , , , , , ,2013
Amiodarone HCl,Amiodarone HCl,Major Pharmaceu, , , , , , , ,2013
Amiodarone HCl,Amiodarone HCl,Mayne Pharma In,1114147.34,288978,6927,3886,3.855474604,160.8412502,286.7080134,2013
Amiodarone HCl,Amiodarone HCl,Mckesson Packag,5943.25,17859,450,166,0.33278739,13.20722222,35.80271084,2013
Amiodarone HCl,Amiodarone HCl,Mylan Instituti,18554.97,42868,1505,340,0.432839647,12.32888372,54.57344118,2013
Amiodarone HCl,Amiodarone HCl,Sandoz,20326383.69,56154649.88,1183434,297295,0.361971515,17.1757645,68.37109164,2013
Amiodarone HCl,Amiodarone HCl,Taro Pharm USA,7101293.22,3180670.25,70853,29988,2.194917526,100.225724,236.8044958,2013
Amiodarone HCl,Amiodarone HCl,Teva USA,8140653.65,24845343.63,471381,139642,0.327653092,17.26979588,58.2965988,2013
Amiodarone HCl,Amiodarone HCl,Zydus Pharmaceu,5519618.39,15219140.76,357090,85501,0.362676085,15.45721916,64.55618519,2013
Amitiza,Lubiprostone,Takeda Pharmace,158402294.8,35640456,623549,143620,4.444919208,254.0334357,1102.926436,2013
Amitriptyline HCl,Amitriptyline HCl,Accord Healthca, , , , , , , ,2013
Amitriptyline HCl,Amitriptyline HCl,Major Pharmaceu,4473.6,23953,821,221,0.186690649,5.448964677,20.24253394,2013
Amitriptyline HCl,Amitriptyline HCl,Mylan,8096381.23,78000384.5,1312121,324911,0.106161548,6.170453205,24.91876615,2013
Amitriptyline HCl,Amitriptyline HCl,Mylan Instituti,20122.15,107819,3119,79767,0.18694867,6.451474832,0.252261587,2013
Amitriptyline HCl,Amitriptyline HCl,Northstar Rx Ll, , , , , , , ,2013
Amitriptyline HCl,Amitriptyline HCl,Qualitest/Par P,11555510.76,111188379.7,1889129, ,0.106075755,6.116845785, ,2013
Amitriptyline HCl,Amitriptyline HCl,Sandoz,4063697.26,37375511.54,729965,201813,0.110701288,5.566975485,20.13595388,2013
Amlodipine Besylate,Amlodipine Besylate,AHP, , , , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,Amneal Pharmace,2328494.71,11148517.33,281277,233027,0.209108692,8.278297586,9.992381612,2013
Amlodipine Besylate,Amlodipine Besylate,Apotex Corp,319228.32,1422014.5,40760,9926,0.224490344,7.831901865,32.16082208,2013
Amlodipine Besylate,Amlodipine Besylate,Ascend Laborato,18412678.03,86899583.36,1807260,539279,0.211501759,10.18817327,34.14313932,2013
Amlodipine Besylate,Amlodipine Besylate,Aurobindo Pharm,1006921.33,5268439,105971,32129,0.191691144,9.501857395,31.33995238,2013
Amlodipine Besylate,Amlodipine Besylate,Avpak, , , , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,Camber Pharmace,59462243.92,295249433.8,6248009,1684969,0.201384283,9.51699076,35.28981478,2013
Amlodipine Besylate,Amlodipine Besylate,Caraco/Sun Phar,1685136.41,6974031.682,185409,83748,0.24414348,9.088751948,20.12151228,2013
Amlodipine Besylate,Amlodipine Besylate,"Cipla USA, Inc.", , , , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,Dr.Reddy'S Lab,5954.56,26194,778,256,0.22755964,7.653676093,23.26,2013
Amlodipine Besylate,Amlodipine Besylate,Epic Pharma LLC,587178.1,2537594.5,70809,23338,0.23169884,8.292421867,25.15974377,2013
Amlodipine Besylate,Amlodipine Besylate,Exelan Pharmace,42088.59,190578,5532,1611,0.221875163,7.608204989,26.12575419,2013
Amlodipine Besylate,Amlodipine Besylate,Greenstone LLC.,74842728.54,363630505.2,7508937,1673603,0.20594229,9.967153612,44.71952341,2013
Amlodipine Besylate,Amlodipine Besylate,Legacy Pharmace,8763193.4,52167020,1030521,337812,0.167960965,8.503653395,25.94103643,2013
Amlodipine Besylate,Amlodipine Besylate,Lupin Pharmaceu,58969730.04,307942378.4,5310503,1318093,0.191223635,11.10435867,44.73867173,2013
Amlodipine Besylate,Amlodipine Besylate,Macleods Pharma, , , , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,Major Pharmaceu, , , , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,Mckesson Packag, , , , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,Mylan,18290368.7,39472139.6,1243188,235129,0.464464562,14.71247205,77.78865516,2013
Amlodipine Besylate,Amlodipine Besylate,Mylan Instituti,237618.26,749397.5,27733,297534,0.317167433,8.568069087,0.798625569,2013
Amlodipine Besylate,Amlodipine Besylate,Qualitest/Par P,22698359.05,118057865.8,2455377, ,0.192443531,9.244347833, ,2013
Amlodipine Besylate,Amlodipine Besylate,Roxane/West-War,2103125.09,12731451,269948,97984,0.165135052,7.790852646,21.46396442,2013
Amlodipine Besylate,Amlodipine Besylate,Teva USA,18086581.15,88765803,1985722,380356,0.20382289,9.108314835,47.55171773,2013
Amlodipine Besylate,Amlodipine Besylate,Unichem Pharmac, , , , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,"West-Ward, Inc.",940577.07,6349809,123326,37445,0.148126829,7.62675405,25.11889625,2013
Amlodipine Besylate,Amlodipine Besylate,Wockhardt USA L,5407782.83,37283005,565562,261467,0.145046861,9.561786029,20.68246788,2013
Amlodipine Besylate,Amlodipine Besylate,Zydus Pharmaceu,21116819.89,115798787.5,2657303,665830,0.182705442,7.946711342,31.7150322,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Actavis Pharma/,6836825.1,5992704,104850, ,1.141270865,65.2057711, ,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Aurobindo Pharm,7822818.41,5390717,88726,42406,1.438891365,88.16827548,184.4743293,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Bluepoint Labor, , , , , , , ,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Citron Pharma L, , , , , , , ,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Dr.Reddy'S Lab,43534144.67,31250363,571856,150949,1.398389005,76.12780957,288.4030015,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Lupin Pharmaceu,49348621.16,32240969,643034,145829,1.533066578,76.74340884,338.4006004,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Mylan,3517117.58,2338159,51980,19963,1.50054756,67.66290073,176.1818154,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Sandoz,19694112.44,13024445,343853,76347,1.511929754,57.27480185,257.9552889,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Teva USA,55657480.58,41058297,875669,163260,1.364320077,63.55995311,340.9131482,2013
Amlodipine-Atorvastatin,Amlodipine/Atorvastatin,Dr.Reddy'S Lab, , , , , , , ,2013
Amlodipine-Atorvastatin,Amlodipine/Atorvastatin,Greenstone LLC., , , , , , , ,2013
Amlodipine-Atorvastatin,Amlodipine/Atorvastatin,Mylan, , , , , , , ,2013
Amlodipine-Atorvastatin,Amlodipine/Atorvastatin,Ranbaxy/Sun Pha,20831457.64,4392391.69,83178,19961,4.751417284,250.4443199,1043.607917,2013
Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,Ajanta Pharma L, , , , , , , ,2013
Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,Macleods Pharma, , , , , , , ,2013
Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,Sun Pharmaceuti, , , , , , , ,2013
Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,Teva USA, , , , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Aurobindo Pharm, , , , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Gavis/Lupin, , , , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Lupin Pharmaceu, , , , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Mylan, , , , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Par Pharm., , , , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Sandoz, , , , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Teva USA, , , , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Torrent Pharmac, , , , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Trigen Laborato, , , , , , , ,2013
Amlodipine-Valsartan-HCTZ,Amlodipine/Valsartan/HCThiazid,Lupin Pharmaceu, , , , , , , ,2013
Amlodipine-Valsartan-HCTZ,Amlodipine/Valsartan/HCThiazid,Par Pharm., , , , , , , ,2013
Amlodipine-Valsartan-HCTZ,Amlodipine/Valsartan/HCThiazid,Sandoz, , , , , , , ,2013
Amlodipine-Valsartan-HCTZ,Amlodipine/Valsartan/HCThiazid,Teva USA, , , , , , , ,2013
Amlodipine-Valsartan-HCTZ,Amlodipine/Valsartan/HCThiazid,Torrent Pharmac, , , , , , , ,2013
Ammonium Lactate,Ammonium Lactate,Actavis Pharma,1485348.89,21430281,70583,38328,0.069395611,21.04400337,38.75362372,2013
Ammonium Lactate,Ammonium Lactate,Perrigo Co.,13069800.76,185927562.9,594683,274177,0.070435856,21.97776086,47.66920916,2013
Ammonium Lactate,Ammonium Lactate,Taro Pharm USA,1924025.86,27623136.46,99257,45360,0.070023842,19.38428383,42.41679586,2013
Amnesteem,Isotretinoin,Mylan,618083.39,73515,1455,598,8.664276112,424.7995808,1033.584264,2013
Amoxapine,Amoxapine,Actavis Pharma/,751150.62,1070264.5,14285, ,0.729178691,52.58317256, ,2013
Amoxicillin,Amoxicillin,Aurobindo Pharm,3367987.12,13218639.57,591023,466312,0.260561454,5.698572001,7.222604437,2013
Amoxicillin,Amoxicillin,Bi-Coastal Phar, , , , , , , ,2013
Amoxicillin,Amoxicillin,Citron Pharma L, , , , , , , ,2013
Amoxicillin,Amoxicillin,Dava Pharmaceut, , , , , , , ,2013
Amoxicillin,Amoxicillin,Dr.Reddy'S Lab,306196.08,1157107,51839,43005,0.271725064,5.906674126,7.120011162,2013
Amoxicillin,Amoxicillin,Northstar Rx Ll,2012565.74,9511842,418692,306076,0.212104365,4.806792917,6.575379122,2013
Amoxicillin,Amoxicillin,Qualitest/Par P,1451917.14,6050457.4,249998, ,0.239968162,5.807715022, ,2013
Amoxicillin,Amoxicillin,Sandoz,12895369.59,63429377.46,2605135,1884428,0.214229439,4.949981322,6.843121409,2013
Amoxicillin,Amoxicillin,Teva USA,4992589.68,21647728,802450,601032,0.271690162,6.221683195,8.306695284,2013
Amoxicillin,Amoxicillin,Virtus Pharmace,985675.76,4435944,185172,143712,0.222233736,5.323028104,6.858687931,2013
Amoxicillin,Amoxicillin,"West-Ward, Inc.",2507607.81,7973990.333,265691,213993,0.379982004,9.438060792,11.71817681,2013
Amoxicillin-Clavulanate Pot ER,Amoxicillin/Potassium Clav,Dr.Reddy'S Lab,1386902.6,428351,13565,11279,3.23777136,102.2412532,122.9632592,2013
Amoxicillin-Clavulanate Pot ER,Amoxicillin/Potassium Clav,Sandoz,1890471.32,613534.5,19915,16449,3.081279569,94.92700578,114.9292553,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Aurobindo Pharm,5780154.16,5446974.8,279230,232389,1.066460136,20.70033363,24.87275284,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Dr.Reddy'S Lab,16343397.73,14667559.15,713120,585131,1.133041675,22.91815926,27.93117734,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Morton Grove Ph,1317296.46,1976596,9342,7815,0.666446993,141.0079705,168.5600077,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Mylan, , , , , , , ,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Northstar Rx Ll,5556069.35,5485124.375,254032,203828,1.077652693,21.87153331,27.25861682,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Sandoz,33134068.63,32059179.56,1502899,1187775,1.108595853,22.04677003,27.89591348,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Teva USA,12161422.46,10990837.62,562069,446168,1.133487485,21.63688526,27.25749597,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,"West-Ward, Inc.",51604.39,225936.8,1375,1162,0.228294071,37.53046546,44.40997418,2013
Amphotericin B,Amphotericin B,X-Gen Pharmaceu,501724.36,556610.145,2098,916,0.901392769,239.1441182,547.7340175,2013
Ampicillin Sodium,Ampicillin Sodium,App/Fresenius K,335955.39,1013129.16,1946,545,0.364197029,172.6389466,616.4319083,2013
Ampicillin Sodium,Ampicillin Sodium,Auromedics Phar,185686.13,109127.4,1033,238,7.697252923,179.7542401,780.1938235,2013
Ampicillin Sodium,Ampicillin Sodium,Sagent Pharmace,110074.49,85820.73,911,225,1.917934499,120.8281998,489.2199556,2013
Ampicillin Sodium,Ampicillin Sodium,Sandoz,659810.17,792615.1,2808,683,1.918412107,234.9751318,966.047101,2013
Ampicillin Sodium,Ampicillin Sodium,Sandoz/Novaplus,104051.33,11419.5,340,58,57.40133415,306.0333235,1793.988448,2013
Ampicillin Sodium,Ampicillin Sodium,Sandoz/Premier, , , , , , , ,2013
Ampicillin Sodium,Ampicillin Sodium,WG Critical Car,32751.23,23482.32,167,60,6.05899722,196.1151497,545.8538333,2013
Ampicillin Trihydrate,Ampicillin Trihydrate,Qualitest/Par P,726471.29,3219508.3,101461, ,0.231884082,7.160103784, ,2013
Ampicillin Trihydrate,Ampicillin Trihydrate,Sandoz,547926.96,2192817.54,76266,54267,0.248039819,7.184419794,10.09687213,2013
Ampicillin-Sulbactam,Ampicillin Sodium/Sulbactam Na,App/Fresenius K,240971.16,269053.484,1812,546,0.929587777,132.9862914,441.3391209,2013
Ampicillin-Sulbactam,Ampicillin Sodium/Sulbactam Na,Auromedics Phar,512447.17,1142987.7,3230,872,0.479896616,158.6523746,587.6687729,2013
Ampicillin-Sulbactam,Ampicillin Sodium/Sulbactam Na,Mylan Instituti, , , , , , , ,2013
Ampicillin-Sulbactam,Ampicillin Sodium/Sulbactam Na,Sagent Pharmace,175476.54,191492.7,1754,542,0.922183913,100.0436374,323.7574539,2013
Ampicillin-Sulbactam,Ampicillin Sodium/Sulbactam Na,Sandoz,115808.31,218153.4,489,164,0.530857232,236.8268098,706.1482317,2013
Ampicillin-Sulbactam,Ampicillin Sodium/Sulbactam Na,WG Critical Car, , , , , , , ,2013
Ampicillin-Sulbactam,Ampicillin Sodium/Sulbactam Na,"West-Ward, Inc.",58130.38,34699.27,616,226,1.940084191,94.3675,257.2140708,2013
Ampyra,Dalfampridine,Acorda Therapeu,98939770.28,3986895,55758,8904,24.8162468,1774.44977,11111.83404,2013
Amrix,Cyclobenzaprine HCl,Teva USA,5187862.43,259365.8,6578,2245,20.00328959,788.6686577,2310.851862,2013
Anadrol-50,Oxymetholone,Meda/Mylan Spec,640892.07,21974,357, ,29.16592655,1795.215882, ,2013
Anafranil,Clomipramine HCl,Mallinckrodt Ph,697134.53,53602,507,87,13.00575544,1375.018797,8013.040575,2013
Anagrelide HCl,Anagrelide HCl,Teva USA,6508156.8,5379401,48989,8385,1.246036652,132.8493499,776.1665832,2013
Analpram HC*,Hydrocortisone/Pramoxine,Sebela Pharmace*, , , , , , , ,2013
Anaspaz,Hyoscyamine Sulfate,B.F Ascher & Co,31663.17,165378,2035,1134,0.191459384,15.5592973,27.92166667,2013
Anastrozole,Anastrozole,AHP, , , , , , , ,2013
Anastrozole,Anastrozole,Accord Healthca,11433974.27,14605138.8,309779,76121,0.782873373,36.9101013,150.2078831,2013
