Brand Name,Generic Name,Manufacturer,Total Spending,Total Dosage Units,Total Claims,Average Spending Per Dosage Unit (Weighted),Average Spending Per Claim,Year
Amaryl,Glimepiride,Sanofi-Aventis,25155.78,11399,225,2.206840951,111.8034667,2013
Ambien,Zolpidem Tartrate,Sanofi-Aventis,1312062.65,159023.1,5384,8.475075749,243.6966289,2013
Ambien Cr,Zolpidem Tartrate,Sanofi-Aventis,2821504.82,342747.03,11292,8.23279816,249.8675894,2013
Ambisome,Amphotericin B Liposome,Astellas Pharma,5068548.51,29835.48,2603,169.8832568,1947.194971,2013
Amcinonide,Amcinonide,Fougera/Sandoz,264755.52,66979,1239,3.953530281,213.6848426,2013
Amerge,Naratriptan HCl,Glaxosmithkline,57308.59,2038,191,28.12001472,300.0449738,2013
Amethia,L-Norgest/E.Estradiol-E.Estrad,Mayne Pharma In, , , , , ,2013
Amethia,L-Norgest/E.Estradiol-E.Estrad,"Watson Pharma,",6460864.05,2716921.509,30268,2.378009092,213.4552679,2013
Amethia Lo,L-Norgest/E.Estradiol-E.Estrad,Mayne Pharma In, , , , , ,2013
Amethia Lo,L-Norgest/E.Estradiol-E.Estrad,"Watson Pharma,",431427.48,190025,2090,2.270372214,206.4246316,2013
Amethyst,Levonorgestrel-Ethin Estradiol,Actavis Pharma/,553132.88,300817.255,8739,1.838767128,63.29475684,2013
Amicar,Aminocaproic Acid,Clover Pharmace, , , , , ,2013
Amidate,Etomidate,Hospira/Pfizer,17755.68,1970.32,394,9.011571724,45.06517767,2013
Amifostine,Amifostine Crystalline,Bedford Labs,150085.57,348,279,431.2803736,537.9411111,2013
Amikacin Sulfate,Amikacin Sulfate,App/Fresenius K, , , , , ,2013
Amikacin Sulfate,Amikacin Sulfate,Heritage Pharma, , , , , ,2013
Amikacin Sulfate,Amikacin Sulfate,Sagent Pharmace, , , , , ,2013
Amikacin Sulfate,Amikacin Sulfate,Teva Parenteral,281299.17,97854.042,4780,2.861171893,58.84919875,2013
Amikacin Sulfate,Amikacin Sulfate,"West-Ward, Inc.", , , , , ,2013
Amiloride HCl,Amiloride HCl,Par Pharm.,139611.32,196318.829,3839,0.711145847,36.36658505,2013
Amiloride HCl,Amiloride HCl,Perrigo Co.,175280.62,237748.106,4290,0.737253486,40.85795338,2013
Amiloride HCl,Amiloride HCl,Rising Pharm,268186.57,356769.349,6368,0.75170855,42.11472519,2013
Amiloride-Hydrochlorothiazide,Amiloride/Hydrochlorothiazide,Mylan,56360.62,232390.59,7075,0.242525397,7.966165371,2013
Amiloride-Hydrochlorothiazide,Amiloride/Hydrochlorothiazide,Teva USA,6328.04,26163.94,768,0.241861126,8.239635417,2013
Aminocaproic Acid,Aminocaproic Acid,Hospira/Pfizer,1043.71,6645,67,0.157066968,15.57776119,2013
Aminophylline,Aminophylline,Hospira/Pfizer,86572.07,67162.68,6409,1.279620754,13.50789047,2013
Aminosyn II,Parenteral Amino Acid 15% No.2,Hospira/Icu Med,30830.79,1052952.87,349,0.029280313,88.34037249,2013
Amiodarone HCl*,Amiodarone HCl,Ahp,751.18,1574,74,0.477242694,10.15108108,2013
Amiodarone HCl*,Amiodarone HCl,App/Fresenius K,16750.8,1125.4,111,14.8843078,150.9081081,2013
Amiodarone HCl*,Amiodarone HCl,Aurobindo Pharm, , , , , ,2013
Amiodarone HCl*,Amiodarone HCl,Mayne Pharma In,77010.44,19552,529,3.93875,145.5773913,2013
Amiodarone HCl*,Amiodarone HCl,Mckesson Packag,885.06,2025.5,114,0.436958776,7.763684211,2013
Amiodarone HCl*,Amiodarone HCl,Mylan Instituti,16128.42,1193.197,163,13.51698001,98.94736196,2013
Amiodarone HCl*,Amiodarone HCl,Sandoz,1038091.64,2819984.345,72986,0.368119646,14.22316115,2013
Amiodarone HCl*,Amiodarone HCl,Taro Pharm USA,394146.35,190203.811,5068,2.111249484,77.77157656,2013
Amiodarone HCl*,Amiodarone HCl,Teva USA,419622.51,1020291.524,25960,0.411277071,16.1641953,2013
Amiodarone HCl*,Amiodarone HCl,"West-Ward, Inc.",7862.17,850.197,71,9.247468528,110.7347887,2013
Amiodarone HCl*,Amiodarone HCl,Zydus Pharmaceu,294849.27,794535.762,20956,0.371096286,14.06992126,2013
Amitiza,Lubiprostone,Takeda Pharmace,26277674.31,5966853.09,107539,4.404161229,244.3548323,2013
Amitriptyline HCl,Amitriptyline HCl,Accord Healthca, , , , , ,2013
Amitriptyline HCl,Amitriptyline HCl,Major Pharmaceu,75821.26,5372.1,373,13.98893553,203.2741555,2013
Amitriptyline HCl,Amitriptyline HCl,Mylan,3312419.98,27473382.08,659301,0.12275648,5.024139172,2013
Amitriptyline HCl,Amitriptyline HCl,Mylan Instituti,94290.01,20193.61,1133,5.739697149,83.22154457,2013
Amitriptyline HCl,Amitriptyline HCl,Northstar Rx Ll, , , , , ,2013
Amitriptyline HCl,Amitriptyline HCl,Qualitest/Par P,3734541.18,29456259.09,712579,0.129164529,5.240880211,2013
Amitriptyline HCl,Amitriptyline HCl,Sandoz,1740793.78,12693906.65,308834,0.1399685,5.63666494,2013
Amlodipine Besylate,Amlodipine Besylate,Ahp, , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,Apotex Corp,32733.89,252151.433,8221,0.12981606,3.981740664,2013
Amlodipine Besylate,Amlodipine Besylate,Ascend Laborato,1485503.59,8248561.024,245968,0.180062379,6.039418095,2013
Amlodipine Besylate,Amlodipine Besylate,Aurobindo Pharm,20752.69,160675.06,5147,0.129159373,4.03199728,2013
Amlodipine Besylate,Amlodipine Besylate,Camber Pharmace,5299607.26,32024471.65,978516,0.165616521,5.415963827,2013
Amlodipine Besylate,Amlodipine Besylate,Caraco/Sun Phar,94144.75,532729.031,17186,0.177172745,5.477990807,2013
Amlodipine Besylate,Amlodipine Besylate,"Cipla USA, Inc.", , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,Epic Pharma LLC,78538.26,420283.374,13585,0.186984902,5.781248436,2013
Amlodipine Besylate,Amlodipine Besylate,Exelan Pharmace,4975.04,43430,1425,0.114393464,3.49125614,2013
Amlodipine Besylate,Amlodipine Besylate,Greenstone LLC.,5832126.69,31586068.44,981809,0.184802392,5.940184588,2013
Amlodipine Besylate,Amlodipine Besylate,Legacy Pharmace,689405.88,4016623.08,118074,0.17258568,5.838761116,2013
Amlodipine Besylate,Amlodipine Besylate,Lupin Pharmaceu,5362488.48,31250717.66,885505,0.171759755,6.055853417,2013
Amlodipine Besylate,Amlodipine Besylate,Macleods Pharma, , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,Major Pharmaceu, , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,Mckesson Packag, , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,Mylan,907290.23,4545343.066,150325,0.199731312,6.035524563,2013
Amlodipine Besylate,Amlodipine Besylate,Mylan Instituti,328314.32,75686.504,4152,4.378218854,79.07377649,2013
Amlodipine Besylate,Amlodipine Besylate,Qualitest/Par P,1851250.52,9880968.114,308531,0.187524487,6.00020912,2013
Amlodipine Besylate,Amlodipine Besylate,Roxane/West-War,156791.36,947990.777,30295,0.165470802,5.175486384,2013
Amlodipine Besylate,Amlodipine Besylate,Teva USA,2395248,13859404.49,419651,0.172906394,5.707714267,2013
Amlodipine Besylate,Amlodipine Besylate,Unichem Pharmac, , , , , ,2013
Amlodipine Besylate,Amlodipine Besylate,"West-Ward, Inc.",35063.67,244077.001,7895,0.14365823,4.441250158,2013
Amlodipine Besylate,Amlodipine Besylate,Zydus Pharmaceu,2045892.27,11009934.32,319632,0.186354579,6.400774234,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Actavis Pharma/,351622.48,266364.15,8430,1.324430064,41.71085172,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Aurobindo Pharm,159045.11,125093.03,3951,1.273459822,40.25439382,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Bluepoint Labor, , , , , ,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Citron Pharma L, , , , , ,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Dr.Reddy'S Lab,1363211.67,1077376.446,33184,1.269797321,41.08039025,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Lupin Pharmaceu,2264106.06,1742528.812,54139,1.302002215,41.8202416,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Mylan,205870.6,154731.09,4839,1.332267423,42.54403802,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Sandoz,2141206.31,1488536.558,48325,1.44029517,44.3084596,2013
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Teva USA,3021175.93,2339208.246,72489,1.294688527,41.67771565,2013
Amlodipine-Atorvastatin,Amlodipine/Atorvastatin,Dr.Reddy'S Lab, , , , , ,2013
Amlodipine-Atorvastatin,Amlodipine/Atorvastatin,Greenstone LLC., , , , , ,2013
Amlodipine-Atorvastatin,Amlodipine/Atorvastatin,Mylan, , , , , ,2013
Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,Macleods Pharma, , , , , ,2013
Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,Sun Pharmaceuti, , , , , ,2013
Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,Teva USA, , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Lupin Pharmaceu, , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Mylan, , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Par Pharm., , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Sandoz, , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Teva USA, , , , , ,2013
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,Torrent Pharmac, , , , , ,2013
Amlodipine-Valsartan-HCTZ,Amlodipine/Valsartan/HCThiazid,Lupin Pharmaceu, , , , , ,2013
Amlodipine-Valsartan-HCTZ,Amlodipine/Valsartan/HCThiazid,Par Pharm., , , , , ,2013
Amlodipine-Valsartan-HCTZ,Amlodipine/Valsartan/HCThiazid,Sandoz, , , , , ,2013
Amlodipine-Valsartan-HCTZ,Amlodipine/Valsartan/HCThiazid,Teva USA, , , , , ,2013
Amlodipine-Valsartan-HCTZ,Amlodipine/Valsartan/HCThiazid,Torrent Pharmac, , , , , ,2013
Ammonia Inhalant,Ammonia,X-Gen Pharmaceu,10336.32,290.96,184,35.52488315,56.17565217,2013
Ammonium Lactate,Ammonium Lactate,Actavis Pharma,660143.44,11851674.45,40175,0.056084677,16.43169732,2013
Ammonium Lactate,Ammonium Lactate,Major Pharmaceu,37997.88,737755.675,3179,0.051504694,11.9527776,2013
Ammonium Lactate,Ammonium Lactate,Perrigo Co.,4482709.07,78696176.51,253676,0.057918174,17.67100187,2013
Ammonium Lactate,Ammonium Lactate,Taro Pharm USA,635673.21,11219748.01,39009,0.058878158,16.29555257,2013
Amnesteem,Isotretinoin,Mylan,5816580.79,626742.821,13147,9.292403923,442.4264692,2013
Amoxapine,Amoxapine,Actavis Pharma/,92307.24,127241.56,2016,0.752296549,45.78732143,2013
Amoxicillin,Amoxicillin,Aurobindo Pharm,3411926.44,26508714.38,507590,0.20851214,6.721815717,2013
Amoxicillin,Amoxicillin,Citron Pharma L, , , , , ,2013
Amoxicillin,Amoxicillin,Dava Pharmaceut,138822.99,1099863,6060,0.126218438,22.90808416,2013
Amoxicillin,Amoxicillin,Dr.Reddy'S Lab,3124224.61,50083465.87,373658,0.080864309,8.36118753,2013
Amoxicillin,Amoxicillin,Northstar Rx Ll,1372693.14,6066607.303,213993,0.226414523,6.414663751,2013
Amoxicillin,Amoxicillin,Qualitest/Par P,1367493.87,5999246.432,220284,0.227944274,6.207867435,2013
Amoxicillin,Amoxicillin,Sandoz,33313051.39,476119698.4,4560081,0.113253714,7.30536396,2013
Amoxicillin,Amoxicillin,Teva USA,31607222.64,495231625.5,3953092,0.106301214,7.995569706,2013
Amoxicillin,Amoxicillin,Virtus Pharmace,847161.12,3791650.001,138497,0.223473528,6.116819281,2013
Amoxicillin,Amoxicillin,"West-Ward, Inc.",18155575.51,289064031.6,1996449,0.074998043,9.093934035,2013
Amoxicillin-Clavulanate Pot ER,Amoxicillin/Potassium Clav,Dr.Reddy'S Lab,458197.04,144556.96,4960,3.169664332,92.37843548,2013
Amoxicillin-Clavulanate Pot ER,Amoxicillin/Potassium Clav,Sandoz,655895.18,212618.9,7300,3.084839495,89.8486548,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Aurobindo Pharm,3778125.88,5360415,153150,1.08690943,24.66944747,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Dr.Reddy'S Lab,30483668.35,76656476.57,945674,0.688809259,32.23485932,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Morton Grove Ph,11608419.61,17909801.9,118448,0.648160135,98.00435305,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Mylan, , , , , ,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Northstar Rx Ll,6514960.61,17840112.05,243431,0.723593381,26.76306884,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Sandoz,58231482.8,175180319.3,2089650,0.645685647,27.86662015,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Teva USA,9384061.34,11995404.49,368729,1.111883219,25.44975128,2013
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,"West-Ward, Inc.",1410288.64,6264394.653,53449,0.22490131,26.38568804,2013
Amphadase,Hyaluronidase,Amphastar Pharm, , , , , ,2013
Amphotericin B,Amphotericin B,X-Gen Pharmaceu,146688.97,6049.111,777,24.24967404,188.7888932,2013
Ampicillin Sodium*,Ampicillin Sodium,App/Fresenius K,576377.3,31271.579,5828,19.37274467,98.89795813,2013
Ampicillin Sodium*,Ampicillin Sodium,Auromedics Phar,48491.39,10077.83,392,17.88897851,123.7025255,2013
Ampicillin Sodium*,Ampicillin Sodium,Sagent Pharmace,68385.78,8779.894,711,7.388427593,96.18253165,2013
Ampicillin Sodium*,Ampicillin Sodium,Sandoz*,339095.42,242520.561,3008,2.290913613,112.7311902,2013
Ampicillin Sodium*,Ampicillin Sodium,Sandoz/Novaplus,47385.28,3074039.45,609,1.132908907,77.80834154,2013
Ampicillin Sodium*,Ampicillin Sodium,Sandoz/Premier, , , , , ,2013
Ampicillin Sodium*,Ampicillin Sodium,WG Critical Car,12394.81,1120.864,119,11.02025315,104.1580672,2013
Ampicillin Trihydrate,Ampicillin Trihydrate,Qualitest/Par P,436568.89,1783201.997,50391,0.264430889,8.663628227,2013
Ampicillin Trihydrate,Ampicillin Trihydrate,Sandoz,201122.45,795507.956,25481,0.252930986,7.893035988,2013
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,App/Fresenius K,286526.88,28148.084,3533,10.55582941,81.10016417,2013
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,Auromedics Phar,153804.18,26889.664,1602,5.590453007,96.007603,2013
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,Hospira/Pfizer*,77626.28,5642.25,606,13.34268707,128.0961716,2013
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,Mylan Instituti, , , , , ,2013
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,Sagent Pharmace,113387.45,46678.443,1309,2.564802916,86.62142857,2013
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,Sandoz,91077.11,77981.2,764,1.148134805,119.210877,2013
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,WG Critical Car, , , , , ,2013
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,"West-Ward, Inc.",212737.52,42831.286,1057,6.776780931,201.2653926,2013
Ampyra,Dalfampridine,Acorda Therapeu,14182115.8,591183,9851,23.98938366,1439.662552,2013
Amrix,Cyclobenzaprine HCl,Teva USA,1260346.42,64897,2086,19.37678408,604.1929147,2013
Anadrol-50,Oxymetholone,Meda/Mylan Spec,172979.1,5930,110,29.17016863,1572.537273,2013
Anagrelide HCl,Anagrelide HCl,Teva USA,339885.13,236278.21,2839,1.448361018,119.7200176,2013
Analpram HC,Hydrocortisone/Pramoxine,Sebela Pharmace, , , , , ,2013
Anaspaz,Hyoscyamine Sulfate,B.F Ascher & Co,51525.13,159678.12,3394,0.322681216,15.18124042,2013
Anastrozole,Anastrozole,Accord Healthca,1925465.89,1142039.732,34668,1.685988531,55.54014913,2013
Anastrozole,Anastrozole,Apotex Corp,332067.01,363991.402,11839,0.912293555,28.04856914,2013
Anastrozole,Anastrozole,Bluepoint Labor, , , , , ,2013
Anastrozole,Anastrozole,Breckenridge,267473.35,171855.03,5168,1.556389417,51.75567918,2013
Anastrozole,Anastrozole,Major Pharmaceu,58782.61,28515,886,2.061462739,66.34606095,2013
Anastrozole,Anastrozole,Mylan,22818.09,9985,338,2.285236855,67.50914201,2013
Anastrozole,Anastrozole,Rising Pharm,137172.02,192692.03,5745,0.711871788,23.87676588,2013
Anastrozole,Anastrozole,Roxane/West-War,69754.74,49390.03,1548,1.412324309,45.06120155,2013
Anastrozole,Anastrozole,Sun Pharmaceuti,194321.33,251754.39,7959,0.771868685,24.41529464,2013
Anastrozole,Anastrozole,Teva USA,2016961.06,1354366.003,41392,1.48922895,48.72828228,2013
Anastrozole,Anastrozole,Zydus Pharmaceu,680070.45,869576,26766,0.78207132,25.40799709,2013
Androderm,Testosterone,Actavis/Allerga,4357116.74,429239,12890,10.27628673,338.023021,2013
Androgel,Testosterone,Abbvie US LLC,28784478.93,7982372.635,67115,3.985125446,428.8829461,2013
Anectine,Succinylcholine Chloride,Sandoz,969408.48,39816.1,5631,24.34714801,172.1556526,2013
Angeliq,Drospirenone/Estradiol,"Bayer,Pharm Div",68271.65,20282,627,3.368070204,108.8862042,2013
Angiomax,Bivalirudin,Medicines Comp.,1917173.92,3487.282,2434,549.7616539,787.6638948,2013
Animal Shapes,Multivitamin,Major Pharmaceu,7498.52,118925,3749,0.063052512,2.000138704,2013
Anoro Ellipta,Umeclidinium Brm/Vilanterol Tr,Glaxosmithkline, , , , , ,2013
Antabuse,Disulfiram,Teva Women'S He,71704.36,16465,519,4.354956575,138.1586898,2013
Antacid,Calcium Carbonate,Amerisourceberg,2144.27,48309,543,0.044386553,3.94893186,2013
Antacid With Simethicone,Mag Hydrox/Aluminum Hyd/Simeth,Ivax Pharmaceut,470.1,5260.954,96,0.089356417,4.896875,2013
Antacid-Antigas,Mag Hydrox/Aluminum Hyd/Simeth,Sunmark,569.18,31942.62,88,0.017818826,6.467954546,2013
Antara,"Fenofibrate,Micronized",Lupin Pharma, , , , , ,2013
Antipyrine-Benzocaine,Antipyrine/Benzocaine,Acella Pharmace,595628.71,643188,60859,0.926056938,9.787027556,2013
Anucort-HC,Hydrocortisone Acetate,G & W Labs.,131419.96,103125.001,4542,1.274375357,28.93438133,2013
Anusol-HC,Hydrocortisone,Salix Pharmaceu,12486.82,6693.5,212,1.865514305,58.90009434,2013
Apidra,Insulin Glulisine,Sanofi-Aventis,10538595.32,842911.88,49117,12.50260623,214.5610546,2013
Apidra Solostar,Insulin Glulisine,Sanofi-Aventis,5763371.66,346625.45,20822,16.62708742,276.7924148,2013
Aplenzin,Bupropion HBr,Valeant, , , , , ,2013
Aplisol,"Tuberculin,Purif.Prot.Deriv.",Par Pharmaceuti,41850.03,413.311,2748,101.2555437,15.22926856,2013
Apokyn,Apomorphine HCl,US Worldmeds,670232.58,2013,47,332.9521013,14260.26766,2013
Apraclonidine HCl,Apraclonidine HCl,Akorn Inc.,47186.45,3327,521,14.18288248,90.56900192,2013
Apraclonidine HCl,Apraclonidine HCl,Sandoz,12023.69,869,158,13.83623705,76.0993038,2013
Apri,Desogestrel-Ethinyl Estradiol,Teva USA,3061095.09,4118765.928,122770,0.743206859,24.93357571,2013
Apriso,Mesalamine,Salix Pharmaceu,6091002.05,2320148.272,19979,2.625264137,304.8702162,2013
Aptensio XR,Methylphenidate HCl,Rhodes Pharmace, , , , , ,2013
Aptiom,Eslicarbazepine Acetate,Sunovion Pharma, , , , , ,2013
Aptivus,Tipranavir,Boehringer Ing.,1066260.28,106284.12,891,10.03216925,1196.700651,2013
Aquadeks,"Multivit,Min52/Folic/Vitk/Cq10",Actavis U.S. Br,63410.09,111193,2271,0.570270521,27.92166006,2013
Aquadeks,Mv-Min 51/Folic Acid/Vit K/Ubi,Actavis U.S. Br,31811.24,60094,1139,0.529358006,27.9290957,2013
Aquadeks,Pedi Multivit 40/Phytonadione,Actavis U.S. Br,30573.12,73735,1135,0.414635112,26.9366696,2013
Aralast NP,Alpha-1-Proteinase Inhibitor,Baxalta US Inc., , , , , ,2013
Aranelle,Norethindrone-Ethinyl Estrad,Teva USA,73204.81,73101.588,2313,1.001412035,31.64929096,2013
Aranesp,Darbepoetin Alfa In Polysorbat,Amgen,30995034.69,107857.406,58519,442.2754688,529.6576273,2013
Arava,Leflunomide,Sanofi-Aventis,94311.18,5395,173,17.5861269,545.1513295,2013
Arbinoxa,Carbinoxamine Maleate,Hawthorn Pharm,161350.46,194934,3654,0.827718407,44.15721401,2013
Arcalyst,Rilonacept,Regeneron Pharm,2212558.34,451,118,4905.894324,18750.49441,2013
Arcapta Neohaler,Indacaterol Maleate,Novartis/Sunovi,70386.72,12030,397,5.850932668,177.2965239,2013
Aricept,Donepezil HCl,Eisai Inc.,3509391.29,317287.44,10587,11.04678243,331.4811835,2013
Arimidex,Anastrozole,Astrazeneca,1265008.4,92885.12,2515,13.61906407,502.9854473,2013
Aripiprazole,Aripiprazole,Ahp, , , , , ,2013
Aripiprazole,Aripiprazole,Ajanta Pharma L, , , , , ,2013
Aripiprazole,Aripiprazole,Amneal Pharmace, , , , , ,2013
Aripiprazole,Aripiprazole,Apotex Corp, , , , , ,2013
Aripiprazole,Aripiprazole,Aurobindo Pharm, , , , , ,2013
Aripiprazole,Aripiprazole,Camber Pharmace, , , , , ,2013
Aripiprazole,Aripiprazole,Dr.Reddy'S Lab, , , , , ,2013
Aripiprazole,Aripiprazole,Major Pharmaceu, , , , , ,2013
Aripiprazole,Aripiprazole,Silarx/Lannett, , , , , ,2013
Aripiprazole,Aripiprazole,Teva USA, , , , , ,2013
Aripiprazole,Aripiprazole,Torrent Pharmac, , , , , ,2013
Aripiprazole,Aripiprazole,Trigen Laborato, , , , , ,2013
Aripiprazole ODT,Aripiprazole,Trigen Laborato, , , , , ,2013
Aristada,Aripiprazole Lauroxil,Alkermes Inc, , , , , ,2013
Aristospan,Triamcinolone Hexacetonide,Sandoz,43470.4,11740.08,3831,3.702734564,11.34701122,2013
Arixtra,Fondaparinux Sodium,Mylan Instituti, , , , , ,2013
Armodafinil,Armodafinil,Actavis Pharma/, , , , , ,2013
Armodafinil,Armodafinil,Aurobindo Pharm, , , , , ,2013
Armodafinil,Armodafinil,Mylan, , , , , ,2013
Armour Thyroid,"Thyroid,Pork",Forest/Allergan,732051.87,3401997.501,81908,0.223612669,8.937489256,2013
Arnuity Ellipta,Fluticasone Furoate,Glaxosmithkline, , , , , ,2013
Aromasin,Exemestane,Pharmaci/Pfizer,595068.69,37579,1238,15.83513904,480.669378,2013
Arthrotec 75,Diclofenac Sodium/Misoprostol,Pharmaci/Pfizer,283102.76,83226.97,1425,3.401574754,198.6686035,2013
Asacol Hd,Mesalamine,Actavis/Allerga,14765788.32,3508108.69,30529,4.209045279,483.6643297,2013
Ascomp With Codeine,Codeine/Butalbital/Asa/Caffein,Breckenridge,377494.02,494340.822,8544,0.763631089,44.18235253,2013
Ascorbic Acid*,Ascorbic Acid,Mylan Instituti,24463.09,37708.383,1407,0.648744074,17.3867022,2013
