Medicare Billing Code (HCPCS Code),Drug Description,Brand Name,Generic Name,Total Spending,Total Dosage Units,Total Claims,Total Beneficiaries,Average Spending Per Dosage Unit,Average Spending Per Claim,Average Spending Per Beneficiary,Year
J1580,"Injection, garamycin, gentamicin, up to 80 mg",Gentamicin Sulfate*,Gentamicin Sulfate*,223456.79,191786.2,129328,82894,1.165134874,1.727829936,2.695693174,2013
J1602,"Injection, golimumab, 1 mg, for intravenous use",Simponi Aria,Golimumab, , , , , , , ,2013
J1610,"Injection, glucagon hydrochloride, per 1 mg",Glucagen*,"Glucagon,human Recombinant*",7604882.45,63882,56697,53381,119.0457789,134.1320079,142.4642185,2013
J1626,"Injection, granisetron hydrochloride, 100 mcg",Granisetron HCL (J1626)*,Granisetron HCL*,1362969.74,2454761,245678,34011,0.55523521,5.547789139,40.07438005,2013
J1630,"Injection, haloperidol, up to 5 mg",Haldol*,Haloperidol Lactate*,3364.3,1102,915,363,3.052903811,3.676830601,9.268044077,2013
J1631,"Injection, haloperidol decanoate, per 50 mg",Haldol Decanoate 100*,Haloperidol Decanoate*,805249.23,44901,18637,2939,17.93388187,43.20701991,273.9874889,2013
J1640,"Injection, hemin, 1 mg",Panhematin,Hemin,7473600.1,519270,1149,127,14.39251276,6504.438729,58847.24488,2013
J1642,"Injection, heparin sodium, (heparin lock flush), per 10 units",Heparin Flush*,"Heparin Sod,porcine/0.9 % NaCl*",923984.05,5513848.5,136747,21201,0.167575161,6.756887171,43.58209754,2013
J1644,"Injection, heparin sodium, per 1000 units",Heparin Sodium*,"Heparin Sodium,porcine*",289272.96,726246.1,94213,20297,0.398312583,3.070414486,14.25200572,2013
J1645,"Injection, dalteparin sodium, per 2500 iu",Fragmin,"Dalteparin Sodium,porcine",156159.63,13834,2952,258,11.28810395,52.89960366,605.2698837,2013
J1650,"Injection, enoxaparin sodium, 10 mg",Enoxaparin Sodium*,Enoxaparin Sodium*,686222.37,240625.5,19915,4993,2.8518273,34.45756314,137.4368856,2013
J1652,"Injection, fondaparinux sodium, 0.5 mg",Arixtra*,Fondaparinux Sodium*,973795.46,239924,15827,2239,4.058766359,61.52748215,434.9242787,2013
J1670,"Injection, tetanus immune globulin, human, up to 250 units",Hypertet S-D,Tetanus Immune Globulin/PF,919295.51,5920.2,5886,5855,155.2811577,156.183403,157.0103348,2013
J1720,"Injection, hydrocortisone sodium succinate, up to 100 mg",Solu-Cortef*,HydrocortIsone Sod Succinate*,280500.81,60636.4,53348,16092,4.625947616,5.257944253,17.43107196,2013
J1740,"Injection, ibandronate sodium, 1 mg",Boniva*,Ibandronate Sodium*,10952832.91,72908,24764,10569,150.2281356,442.28852,1036.316862,2013
J1742,"Injection, ibutilide fumarate, 1 mg",Corvert*,Ibutilide Fumarate*,335416.22,2753,2155,2075,121.8366219,155.6455777,161.6463711,2013
J1743,"Injection, idursulfase, 1 mg",Elaprase,Idursulfase,1002801.63,2184,60, ,459.1582555,16713.3605, ,2013
J1745,"Injection, infliximab, excludes biosimilar, 10 mg",Remicade,Infliximab,1096908345,16346163.4,347384,60026,67.10494186,3157.624832,18273.88706,2013
J1750,"Injection, iron dextran, 50 mg",Infed,Iron Dextran Complex,12815980.62,1076231.9,108804,36560,11.9081962,117.789609,350.5465159,2013
J1756,"Injection, iron sucrose, 1 mg",Venofer,Iron Sucrose Complex,8999603.35,44385695.5,200847,38515,0.202759093,44.8082538,233.6648929,2013
J1786,"Injection, imiglucerase, 10 units",Cerezyme,Imiglucerase,44560269.21,1076969,2469,163,41.37562846,18047.90167,273375.8847,2013
J1800,"Injection, propranolol hcl, up to 1 mg",Propranolol HCL,Propranolol HCL,1052.37,361,241,213,2.915152355,4.366680498,4.940704225,2013
J1815,"Injection, insulin, per 5 units",Humalog (J1815)*,Insulin Lispro*,3495.35,4530,87,73,0.771600442,40.17643678,47.88150685,2013
J1817,"Insulin for administration through dme (i.e., insulin pump) per 50 units",Humalog (J1817)*,Insulin Lispro*,13468607.38,4995649,47745,12233,2.696067594,282.0946147,1101.00608,2013
J1885,"Injection, ketorolac tromethamine, per 15 mg",Ketorolac Tromethamine,Ketorolac Tromethamine,840052.57,1998995.2,697879,411587,0.420237412,1.203722379,2.041008511,2013
J1930,"Injection, lanreotide, 1 mg",Somatuline Depot,Lanreotide Acetate,1640544.38,46879,464,64,34.99529384,3535.655991,25633.50594,2013
J1931,"Injection, laronidase, 0.1 mg",Aldurazyme,Laronidase,4554704.26,163488,316,17,27.85956315,14413.62108,267923.78,2013
J1940,"Injection, furosemide, up to 20 mg",Furosemide,Furosemide,267976.1,100204,57710,29033,2.674305417,4.643495062,9.23005201,2013
J1950,"Injection, leuprolide acetate (for depot suspension), per 3.75 mg",Lupron Depot*,Leuprolide Acetate*,2545722.18,3696,1727,801,688.7776461,1474.071905,3178.18,2013
J1953,"Injection, levetiracetam, 10 mg",Keppra*,Levetiracetam*,8314.83,24731,87,28,0.336210829,95.57275862,296.9582143,2013
J1956,"Injection, levofloxacin, 250 mg",Levofloxacin*,Levofloxacin*,83146.46,24693,10040,3765,3.367207711,8.28151992,22.08405312,2013
J1980,"Injection, hyoscyamine sulfate, up to 0.25 mg",Levsin,Hyoscyamine Sulfate,4246.4,266,220,102,15.96390977,19.30181818,41.63137255,2013
J2001,"Injection, lidocaine hcl for intravenous infusion, 10 mg",Lidocaine HCL In 5% Dextrose,Lidocaine HCL/Dextrose 5 %/PF,8756.26,148070.1,53763,33294,0.059135909,0.162867772,0.262998138,2013
J2010,"Injection, lincomycin hcl, up to 300 mg",Lincocin*,Lincomycin HCL*,1221455.13,167532.5,110072,72307,7.290854789,11.09687414,16.8926263,2013
J2020,"Injection, linezolid, 200 mg",Linezolid-0.9% NaCl*,Linezolid-0.9% Sodium Chloride*,1676475.92,42943,3902,2792,39.03956221,429.6452896,600.4569914,2013
J2060,"Injection, lorazepam, 2 mg",Ativan*,Lorazepam*,52562.53,61334.9,58260,17159,0.856975882,0.902206145,3.063263011,2013
J2150,"Injection, mannitol, 25% in 50 ml",Mannitol,Mannitol,49554,28469,19683,5405,1.740630159,2.517604024,9.168177613,2013
J2175,"Injection, meperidine hydrochloride, per 100 mg",Demerol*,Meperidine HCL*,149562.45,67945.1,58525,26352,2.20122496,2.55553097,5.675563525,2013
J2185,"Injection, meropenem, 100 mg",Meropenem*,Meropenem*,99523.32,73001,4188,335,1.363314475,23.7639255,297.0845373,2013
J2248,"Injection, micafungin sodium, 1 mg",Mycamine,Micafungin Sodium,1384114.13,1482086,6669,1351,0.933895962,207.5444789,1024.510829,2013
J2250,"Injection, midazolam hydrochloride, per 1 mg",Midazolam HCL*,Midazolam HCL*,91521.17,532115.5,200962,103976,0.171994933,0.455415302,0.880214376,2013
J2260,"Injection, milrinone lactate, 5 mg",Milrinone In 5% Dextrose*,Milrinone Lactate/D5W*,115885337.7,2343338,31033,1925,49.45310397,3734.26152,60200.17545,2013
J2270,"Injection, morphine sulfate, up to 10 mg",Morphine Sulfate*,Morphine Sulfate*,138106.17,68268.9,16048,8776,2.022973418,8.605818171,15.7368015,2013
J2274,"Injection, morphine sulfate, preservative-free for epidural or intrathecal use, 10 mg",Duramorph*,Morphine Sulfate/PF*, , , , , , , ,2013
J2278,"Injection, ziconotide, 1 microgram",Prialt,Ziconotide Acetate,5388172.26,799732.5,2421,717,6.737468166,2225.597794,7514.884603,2013
J2300,"Injection, nalbuphine hydrochloride, per 10 mg",Nalbuphine HCL,Nalbuphine HCL,56668.01,51511.5,30406,8690,1.100104054,1.863711439,6.521059839,2013
J2310,"Injection, naloxone hydrochloride, per 1 mg",Naloxone HCL,Naloxone HCL,19430.08,1398,730,590,13.89848355,26.61654795,32.93233898,2013
J2315,"Injection, naltrexone, depot form, 1 mg",Vivitrol,Naltrexone Microspheres,692059.1,250140.5,816,225,2.766681525,848.1116422,3075.818222,2013
J2323,"Injection, natalizumab, 1 mg",Tysabri,Natalizumab,229744761,18458779,61200,7965,12.44636826,3753.999363,28844.28889,2013
J2353,"Injection, octreotide, depot form for intramuscular injection, 1 mg",Sandostatin Lar*,"Octreotide Acetate,mi-Spheres*",303256519.4,2314066.5,79547,10133,131.0491809,3812.293605,29927.61467,2013
J2357,"Injection, omalizumab, 5 mg",Xolair,Omalizumab,176773641.2,7337456,106380,9435,24.09195247,1661.718756,18735.94502,2013
J2358,"Injection, olanzapine, long-acting, 1 mg",Zyprexa Relprevv,Olanzapine Pamoate,250917.04,92482,1292,944,2.713144612,194.2082353,265.8019492,2013
J2360,"Injection, orphenadrine citrate, up to 60 mg",Orphenadrine Citrate,Orphenadrine Citrate,144355.57,23256.5,17526,6770,6.2071064,8.236652402,21.32283161,2013
J2400,"Injection, chloroprocaine hydrochloride, per 30 ml",Nesacaine*,Chloroprocaine HCL*,37076.68,2623,1426,864,14.13521922,26.00047686,42.91282407,2013
J2405,"Injection, ondansetron hydrochloride, per 1 mg",Ondansetron HCL (J2405)*,Ondansetron HCL*,683107.38,4353774.3,345483,73869,0.156900044,1.977253237,9.247551476,2013
J2407,"Injection, oritavancin, 10 mg",Orbactiv,Oritavancin Diphosphate, , , , , , , ,2013
J2425,"Injection, palifermin, 50 micrograms",Kepivance,Palifermin,443803.87,33439,188,118,13.27204372,2360.658883,3761.049746,2013
J2426,"Injection, paliperidone palmitate extended release, 1 mg",Invega Sustenna,Paliperidone Palmitate,12080163.93,1680704.5,10754,2223,7.187559699,1123.318201,5434.171808,2013
J2430,"Injection, pamidronate disodium, per 30 mg",Pamidronate DIsodium,Pamidronate DIsodium,581849.42,57123.5,22588,5330,10.1858153,25.75922702,109.1649944,2013
J2469,"Injection, palonosetron hcl, 25 mcg",Aloxi,Palonosetron HCL,185242004.6,9776111,923100,161023,18.94843508,200.6738215,1150.407113,2013
J2501,"Injection, paricalcitol, 1 mcg",Paricalcitol*,Paricalcitol*,1554268.36,2873792.5,64411,8688,0.540842236,24.1304802,178.8982919,2013
J2505,"Injection, pegfilgrastim, 6 mg",Neulasta,Pegfilgrastim,1097375675,370729,355558,100727,2960.048107,3086.347866,10894.55334,2013
J2507,"Injection, pegloticase, 1 mg",Krystexxa,Pegloticase,8211269.42,20140,2331,301,407.7095045,3522.638104,27279.96485,2013
J2510,"Injection, penicillin g procaine, aqueous, up to 600,000 units",Penicillin G Procaine,Penicillin G Procaine,28279.65,2105,1506,1109,13.43451306,18.77798805,25.50013526,2013
J2540,"Injection, penicillin g potassium, up to 600,000 units",Penicillin G Potassium*,Penicillin G Potassium*,28958.68,49347,1025,176,0.5868377,28.25237073,164.5379546,2013
J2543,"Injection, piperacillin sodium/tazobactam sodium, 1 gram/0.125 grams (1.125 grams)",Piperacillin-Tazobactam*,Piperacillin Sodium/Tazobactam*,252738.32,99193,6182,794,2.547945117,40.88293756,318.3102267,2013
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",Nebupent,Pentamidine Isethionate,54083.31,731,731,215,73.9853762,73.9853762,251.5502791,2013
J2550,"Injection, promethazine hcl, up to 50 mg",Phenergan*,Promethazine HCL*,257712.54,163770.2,151562,78285,1.573622918,1.700377007,3.29197854,2013
J2562,"Injection, plerixafor, 1 mg",Mozobil,Plerixafor,15104656.59,51975,1859,1174,290.6138834,8125.151474,12865.97665,2013
J2597,"Injection, desmopressin acetate, per 1 mcg",Ddavp*,Desmopressin Acetate*,538242.19,97016,3891,3304,5.547973427,138.3300411,162.9062318,2013
J2675,"Injection, progesterone, per 50 mg",Progesterone*,Progesterone*,938.82,621,584,163,1.51178744,1.607568493,5.759631902,2013
J2680,"Injection, fluphenazine decanoate, up to 25 mg",Fluphenazine Decanoate,Fluphenazine Decanoate,337780.56,23796,11655,2039,14.19484619,28.98160103,165.6599117,2013
J2690,"Injection, procainamide hcl, up to 1 gm",Procainamide HCL,Procainamide HCL,15924.96,1190,1011,470,13.38231933,15.7516914,33.88289362,2013
J2700,"Injection, oxacillin sodium, up to 250 mg",Oxacillin*,Oxacillin In Dextrose(Iso-Osm)*,162463.08,74666,1191,404,2.175864249,136.4089673,402.1363366,2013
J2704,"Injection, propofol, 10 mg",Diprivan*,Propofol*, , , , , , , ,2013
J2720,"Injection, protamine sulfate, per 10 mg",Protamine Sulfate,Protamine Sulfate,518.14,647,336,295,0.800834621,1.542083333,1.75640678,2013
J2724,"Injection, protein c concentrate, intravenous, human, 10 iu",Ceprotin,"Protein C, Human", , , , , , , ,2013
J2765,"Injection, metoclopramide hcl, up to 10 mg",Metoclopramide HCL,Metoclopramide HCL,16068.23,23624,15524,4662,0.68016551,1.035057331,3.446638782,2013
J2770,"Injection, quinupristin/dalfopristin, 500 mg (150/350)",Synercid,Quinupristin/Dalfopristin,109736.7,698,276,244,157.2159026,397.5967391,449.7405738,2013
J2778,"Injection, ranibizumab, 0.1 mg",Lucentis,Ranibizumab,1351825463,3444526.5,678231,143471,392.4561075,1993.163778,9422.290654,2013
J2780,"Injection, ranitidine hydrochloride, 25 mg",Ranitidine HCL*,Ranitidine HCL*,405398.23,326981,158130,27442,1.239821977,2.563702207,14.77291123,2013
J2783,"Injection, rasburicase, 0.5 mg",Elitek,Rasburicase,7215590.53,34846,1538,898,207.0708411,4691.541307,8035.178764,2013
J2785,"Injection, regadenoson, 0.1 mg",Lexiscan,Regadenoson,239532045.6,4537689,1169795,1152803,52.78723279,204.7641215,207.7822885,2013
J2790,"Injection, rho d immune globulin, human, full dose, 300 micrograms (1500 i.u.)",Hyperrho S-D*,Rho(D) Immune Globulin*,108378.55,1389,1364,1240,78.0263139,79.45641496,87.40205645,2013
J2791,"Injection, rho(d) immune globulin (human), (rhophylac), intramuscular or intravenous, 100 iu",Rhophylac,Rho(D) Immune Globulin,33149.32,6891,247,219,4.810523872,134.2077733,151.366758,2013
J2792,"Injection, rho d immune globulin, intravenous, human, solvent detergent, 100 iu",Winrho SDf,Rho(D) Immune Globulin/Maltose,2088869.77,114669,714,246,18.21651684,2925.587913,8491.340529,2013
J2794,"Injection, risperidone, long acting, 0.5 mg",Risperdal Consta,Risperidone Microspheres,10026707.72,1807845,20027,2894,5.546220898,500.6594957,3464.65367,2013
J2795,"Injection, ropivacaine hydrochloride, 1 mg",Naropin*,Ropivacaine HCL/PF*,7069.8,72569,4699,2948,0.097421764,1.504532879,2.39816825,2013
J2796,"Injection, romiplostim, 10 micrograms",NPlate,Romiplostim,114310272.6,2301213.5,53199,3118,49.67391015,2148.729725,36661.4088,2013
J2800,"Injection, methocarbamol, up to 10 ml",Methocarbamol*,Methocarbamol*,84466.37,2639,2489,1389,32.00696097,33.93586581,60.81092153,2013
J2805,"Injection, sincalide, 5 micrograms",Kinevac,Sincalide,602121.52,9126,9080,9044,65.97868946,66.31294273,66.57690403,2013
J2820,"Injection, sargramostim (gm-csf), 50 mcg",Leukine,Sargramostim,11944509.86,425068,41454,3386,28.10023305,288.1388976,3527.616616,2013
J2850,"Injection, secretin, synthetic, human, 1 microgram",Chirhostim,Secretin Acetate (Human),191486.72,7055,566,539,27.14198724,338.3157597,355.2629314,2013
J2916,"Injection, sodium ferric gluconate complex in sucrose injection, 12.5 mg",Ferrlecit*,Sodium Ferric Gluconat/Sucrose*,2473296.91,1577665.5,96302,15856,1.567694109,25.68271594,155.9849212,2013
J2920,"Injection, methylprednisolone sodium succinate, up to 40 mg",MethylprednIsolone Sodium Succ (J2920)*,MethylprednIsolone Sod Succ*,250653.3,142117.7,88493,46804,1.763702199,2.832464715,5.355382019,2013
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",MethylprednIsolone Sodium Succ (J2930)*,MethylprednIsolone Sod Succ*,858108.92,329385.7,202919,118094,2.605179642,4.228824901,7.266321066,2013
J2997,"Injection, alteplase recombinant, 1 mg",Activase*,Alteplase*,30907811.05,589981.2,80684,53828,52.38778973,383.0723694,574.1957912,2013
J3010,"Injection, fentanyl citrate, 0.1 mg",Fentanyl Citrate,Fentanyl Citrate/PF,529335.3,898005.3,140277,73810,0.589456766,3.773500289,7.17159328,2013
J3060,"Injection, taliglucerace alfa, 10 units",Elelyso,Taliglucerase Alfa, , , , , , , ,2013
J3070,"Injection, pentazocine, 30 mg",Talwin,Pentazocine Lactate,6466.42,395.5,385,251,16.34998736,16.7958961,25.76262948,2013
J3095,"Injection, telavancin, 10 mg",Vibativ,Telavancin HCL,58746.01,22301,126,18,2.634232097,466.2381746,3263.667222,2013
J3101,"Injection, tenecteplase, 1 mg",Tnkase,Tenecteplase,5915619.64,80663,1805,1792,73.33746129,3277.351601,3301.127031,2013
J3105,"Injection, terbutaline sulfate, up to 1 mg",Terbutaline Sulfate,Terbutaline Sulfate,1082.12,434.5,418,274,2.490494822,2.588803828,3.949343066,2013
J3121,"Injection, testosterone enanthate, 1 mg",Testosterone Enanthate,Testosterone Enanthate, , , , , , , ,2013
J3230,"Injection, chlorpromazine hcl, up to 50 mg",Chlorpromazine HCL,Chlorpromazine HCL,6432.65,400,353,176,16.081625,18.22280453,36.54914773,2013
J3240,"Injection, thyrotropin alpha, 0.9 mg, provided in 1.1 mg vial",Thyrogen,Thyrotropin Alfa,11282304.59,10655,8449,5354,1058.874199,1335.342004,2107.266453,2013
J3243,"Injection, tigecycline, 1 mg",Tigecycline*,Tigecycline*,1993019.87,1192885,7023,2495,1.670756083,283.7846889,798.8055591,2013
J3250,"Injection, trimethobenzamide hcl, up to 200 mg",Tigan,Trimethobenzamide HCL,67887.11,7053,6733,4765,9.625281441,10.08274321,14.24703253,2013
J3260,"Injection, tobramycin sulfate, up to 80 mg",Tobramycin Sulfate,Tobramycin Sulfate,69924.81,23119.8,11886,6037,3.024455661,5.882955578,11.5827083,2013
J3262,"Injection, tocilizumab, 1 mg",Actemra,Tocilizumab,120525412.7,33307019.1,61087,9146,3.618619015,1973.012468,13177.93709,2013
J3285,"Injection, treprostinil, 1 mg",Remodulin,Treprostinil Sodium,159431079.1,2611567,9548,1146,61.04805243,16697.85077,139119.6153,2013
J3300,"Injection, triamcinolone acetonide, preservative free, 1 mg",Triesence,Triamcinolone Acetonide/PF,6888110.04,2029123,53051,32004,3.3946242,129.8394006,215.2265354,2013
J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Kenalog*,Triamcinolone Acetonide*,19266371.88,11041000.5,2606999,1611778,1.744984241,7.390249049,11.9534898,2013
J3315,"Injection, triptorelin pamoate, 3.75 mg",Trelstar,Triptorelin Pamoate,17571611.6,96456.4,28300,13091,182.1715469,620.9050035,1342.266565,2013
J3357,"Ustekinumab, for subcutaneous injection, 1 mg",Stelara,Ustekinumab,15280891.04,116296,2068,735,131.3965316,7389.212302,20790.32795,2013
J3360,"Injection, diazepam, up to 5 mg",Diazepam,Diazepam,50348.46,16477.5,11374,6410,3.05558853,4.426627396,7.854673947,2013
J3370,"Injection, vancomycin hcl, 500 mg",Vancomycin*,Vancomycin HCL In 5 % Dextrose*,836600.18,428013.9,97742,22736,1.954609839,8.559270119,36.79627815,2013
J3380,"Injection, vedolizumab, 1 mg",Entyvio,Vedolizumab, , , , , , , ,2013
J3385,"Injection, velaglucerase alfa, 100 units",Vpriv,Velaglucerase Alfa,29056590.54,84454,1863,106,344.0522715,15596.66696,274118.7787,2013
J3396,"Injection, verteporfin, 0.1 mg",Visudyne,Verteporfin,7230925.85,707660,4789,4060,10.21807909,1509.90308,1781.016219,2013
J3410,"Injection, hydroxyzine hcl, up to 25 mg",Hydroxyzine HCL,Hydroxyzine HCL,22183.95,25694,17660,9251,0.863390286,1.256169309,2.398005621,2013
J3411,"Injection, thiamine hcl, 100 mg",Thiamine HCL,Thiamine HCL,83535.03,24109,22897,4906,3.464889875,3.648295847,17.02711578,2013
J3415,"Injection, pyridoxine hcl, 100 mg",Pyridoxine HCL,Pyridoxine HCL (Vitamin B6),153297.92,22151,21138,3544,6.920586881,7.252243353,43.25562077,2013
J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",Cyanocobalamin Injection,Cyanocobalamin (Vitamin B-12),3042945.88,2620438.6,2604023,636971,1.161235329,1.168555685,4.777212589,2013
J3430,"Injection, phytonadione (vitamin k), per 1 mg",Vitamin K1,Phytonadione (Vit K1),27397.25,24910.5,5046,3880,1.099827382,5.429498613,7.061146907,2013
J3465,"Injection, voriconazole, 10 mg",Vfend IV*,Voriconazole*,142984.1,30451,486,206,4.695546944,294.2059671,694.0975728,2013
J3471,"Injection, hyaluronidase, ovine, preservative free, per 1 usp unit (up to 999 usp units)",Vitrase,"Hyaluronidase,ovine",48113.15,173999,473,321,0.276513946,101.7191332,149.8852025,2013
